Reporting period,Organization,Donor,Cluster,ACTIVITY DESCRIPTION,IMPLEMENTING PARTNER,Region,District,SPECIFIC LOCATION,RURAL/URBAN         ,Status,DURATION,Start Date,End Date
9742 Apr - 19 Apr 2019,RI,EAC/OFDA/USAID,Education,Other- please specify,,Bari,Qandala,Balidhidin,,Completed,,01-Jan-18,31-Dec-18
9743 Apr - 19 Apr 2019,RI,EAC/OFDA/USAID,Education,Other- please specify,,Bari,Qandala,Balidhidin,,Completed,,01-Jan-18,31-Dec-18
9744 Apr - 19 Apr 2019,RI,EAC/OFDA/USAID,Education,Other- please specify,,Bari,Caluula,Baredo,,Completed,,01-Jan-18,31-Dec-18
9745 Apr - 19 Apr 2019,RI,EAC,Education,Construction/Rehabilitation of TLC,,Bari,Caluula,Baredo,,Completed,,01-Jan-18,31-Dec-18
9746 Apr - 19 Apr 2019,RI,EAC,Education,Cash Grants,,Bari,Caluula,Baredo,,Completed,,01-Jan-18,31-Dec-18
9747 Apr - 19 Apr 2019,RI,EAC,Education,CECs Training,,Bari,Caluula,Baredo,,Completed,,01-Jan-18,31-Dec-18
9748 Apr - 19 Apr 2019,RI,EAC,Education,Teaching and Learning Materials,,Bari,Caluula,Baredo,,Completed,,01-Jan-18,31-Dec-18
9749 Apr - 19 Apr 2019,RI,EAC,Education,Other- please specify,,Bari,Caluula,Baredo,,Completed,,01-Jan-18,31-Dec-18
9750 Apr - 19 Apr 2019,RI,EAC,Education,Other- please specify,,Bari,Caluula,Baredo,,Completed,,01-Jan-18,31-Dec-18
9751 Apr - 19 Apr 2019,RI,EAC,Education,Other- please specify,,Bari,Caluula,Baredo,,Completed,,01-Jan-18,31-Dec-18
9752 Apr - 19 Apr 2019,RI,EAC,Education,Other- please specify,,Bari,Caluula,Baredo,,Completed,,01-Jan-18,31-Dec-18
9753 Apr - 19 Apr 2019,RI,EAC,Education,Other- please specify,,Bari,Caluula,Baredo,,Completed,,01-Jan-18,31-Dec-18
9754 Apr - 19 Apr 2019,RI,EAC,Education,Other- please specify,,Bari,Bossaso,bossaso/lanta hawada,,Completed,,01-Jan-18,31-Dec-18
9755 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Bossaso,bossaso/lanta hawada,,Completed,,01-Jan-18,31-Dec-18
9756 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Bossaso,Biyo Kulule IDP,,Completed,,01-Jan-18,31-Dec-18
9757 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Bossaso,Biyo Kulule IDP,,Completed,,01-Jan-18,31-Dec-18
9758 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Baliga,,Completed,,01-Jan-18,31-Dec-18
9759 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Balidhidin,,Completed,,01-Jan-18,31-Dec-18
9760 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Balidhidin,,Completed,,01-Jan-18,31-Dec-18
9761 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Balidhidin,,Completed,,01-Jan-18,31-Dec-18
9762 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Qaanlaaye,,Completed,,01-Jan-18,31-Dec-18
9763 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Qaanlaaye,,Completed,,01-Jan-18,31-Dec-18
9764 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Qaanlaaye,,Completed,,01-Jan-18,31-Dec-18
9765 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Bel'atay,,Completed,,01-Jan-18,31-Dec-18
9766 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Bel'atay,,Completed,,01-Jan-18,31-Dec-18
9767 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Bossaso,Geesoqabad,,Completed,,01-Jan-18,31-Dec-18
9768 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Bossaso,Balidoog,,Completed,,01-Jan-18,31-Dec-18
9769 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Bossaso,Tasjiic,,Completed,,01-Jan-18,31-Dec-18
9770 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Bossaso,Balidoog,,Completed,,01-Jan-18,31-Dec-18
9771 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Bossaso,Tasjiic,,Completed,,01-Jan-18,31-Dec-18
9772 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Bossaso,Biyo Kulule IDP,,Completed,,01-Jan-18,31-Dec-18
9773 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Bossaso,Lanta Hawada IDP,,Completed,,01-Jan-18,31-Dec-18
9774 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Qaanlaaye,,Completed,,01-Jan-18,31-Dec-18
9775 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Caluula,Gunbah,,Ongoing,,01-Sep-18,30/2/2019
9776 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Bossaso,kobdhaxad,,Ongoing,,01-Sep-18,30/2/2019
9777 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Canjeel,,Ongoing,,01-Sep-18,30/2/2019
9778 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Bossaso,Ufayn,,Ongoing,,01-Sep-18,30/2/2019
9779 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Xarago,,Ongoing,,01-Sep-18,30/2/2019
9780 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Bel'atay,,Ongoing,,01-Sep-18,01-Mar-19
9781 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Bel'atay,,Ongoing,,01-Sep-18,30/2/2019
9782 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Bel'atay,,Ongoing,,01-Sep-18,28/09/19
9783 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Bel'atay,,Ongoing,,29-Sep-18,12-Oct-18
9784 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Balidhidin,,Ongoing,,01-Sep-18,30/2/2019
9785 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Balidhidin,,Ongoing,,01-Sep-18,01-Mar-19
9786 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Iskushuban,Tageer,,Ongoing,,01-Sep-18,30/2/2019
9787 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Balidhidin,,Ongoing,,01-Sep-18,28-Feb-19
9788 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Balidhidin,,Ongoing,,01-Sep-18,28-Feb-19
9789 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Caluula,Gunbah,,Ongoing,,01-Sep-18,28-Feb-19
9790 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Caluula,Dayaha,,Ongoing,,01-Sep-18,30/2/2019
9791 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Caluula,Gunbah,,Ongoing,,01-Sep-18,28-Feb-19
9792 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Caluula,Gunbah,,Ongoing,,01-Sep-18,01-Mar-19
9793 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Caluula,Ceel laas,,Ongoing,,01-Sep-18,30/2/2019
9794 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Caluula,Tohin,,Ongoing,,01-Sep-18,30/2/2019
9795 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Bossaso,kobdhaxad,,Ongoing,,01-Sep-18,01-Mar-19
9796 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Hamure,,Ongoing,,01-Sep-18,30/2/2019
9797 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Bossaso,kobdhaxad,,Ongoing,,01-Sep-18,28-Feb-19
9798 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Bossaso,kobdhaxad,,Ongoing,,01-Sep-18,28-Feb-19
9799 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Canjeel,,Ongoing,,01-Sep-18,28-Feb-19
9800 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Hamure,,Ongoing,,01-Sep-18,01-Feb-18
9801 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Canjeel,,Ongoing,,01-Sep-18,01-Mar-19
9802 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Canjeel,,Ongoing,,01-Sep-18,28-Feb-19
9803 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Turmasale,,Ongoing,,01-Sep-18,30/2/2019
9804 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Bossaso,Balidoog,,Ongoing,,01-Sep-18,01-Feb-19
9805 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Bossaso,Geesoqabad,,Ongoing,,01-Sep-18,28-Feb-19
9806 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Bossaso,Tasjiic,,Ongoing,,01-Sep-18,30/2/2019
9807 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Bossaso,Geesoqabad,,Ongoing,,01-Sep-18,01-Mar-19
9808 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Bossaso,Geesoqabad,,Ongoing,,01-Sep-18,28-Feb-19
9809 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Bel'atay,,Ongoing,,01-Sep-18,30/2/2019
9810 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Balidhidin,,Ongoing,,01-Sep-18,30/2/2019
9811 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Xarago,,Ongoing,,01-Sep-18,01-Mar-19
9812 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Xarago,,Ongoing,,01-Sep-18,28-Feb-19
9813 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Xarago,,Ongoing,,01-Sep-18,28-Feb-19
9814 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Caluula,Gunbah,,Ongoing,,01-Sep-18,30/2/2019
9815 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Iskushuban,Tageer,,Ongoing,,01-Sep-18,01-Mar-19
9816 Apr - 19 Apr 2019,RI,UNHCR,Education,,,Bari,Iskushuban,Tageer,,Ongoing,,01-Sep-18,28-Feb-19
9817 Apr - 19 Apr 2019,RI,UNHCR,Education,,,Bari,Bossaso,kobdhaxad,,Ongoing,,01-Sep-18,30/2/2019
9818 Apr - 19 Apr 2019,RI,EAC,Education,OOSC SUPPORT,,Bari,Qandala,Canjeel,,Ongoing,,01-Sep-18,30/2/2019
9819 Apr - 19 Apr 2019,RI,EAC,Education,OOSC SUPPORT,,Bari,Caluula,Dayaha,,Ongoing,,01-Sep-18,01-Mar-19
9820 Apr - 19 Apr 2019,RI,EAC,Education,OOSC SUPPORT,,Bari,Caluula,Dayaha,,Ongoing,,01-Sep-18,28-Feb-19
9821 Apr - 19 Apr 2019,RI,EAC,Education,OOSC SUPPORT,,Bari,Bossaso,Ufayn,,Ongoing,,01-Sep-18,30/2/2019
9822 Apr - 19 Apr 2019,RI,EAC,Education,OOSC SUPPORT,,Bari,Caluula,Dayaha,,Ongoing,,01-Sep-18,28-Feb-19
9823 Apr - 19 Apr 2019,RI,EAC,Education,OOSC SUPPORT,,Bari,Caluula,Ceel laas,,Ongoing,,01-Sep-18,28-Feb-19
9824 Apr - 19 Apr 2019,RI,EAC,Education,OOSC SUPPORT,,Bari,Caluula,Ceel laas,,Ongoing,,01-Sep-18,28-Feb-19
9825 Apr - 19 Apr 2019,RI,EAC,Education,OOSC SUPPORT,,Bari,Qandala,Xarago,,Ongoing,,01-Sep-18,30/2/2019
9826 Apr - 19 Apr 2019,RI,EAC,Education,OOSC SUPPORT,,Bari,Caluula,Ceel laas,,Ongoing,,01-Sep-18,01-Mar-19
9827 Apr - 19 Apr 2019,RI,EAC,Education,OOSC SUPPORT,,Bari,Iskushuban,Tageer,,Ongoing,,01-Sep-18,30/2/2019
9828 Apr - 19 Apr 2019,RI,EAC,Education,OOSC SUPPORT,,Bari,Caluula,Tohin,,Ongoing,,01-Sep-18,28-Feb-19
9829 Apr - 19 Apr 2019,RI,EAC,Education,OOSC SUPPORT,,Bari,Caluula,Tohin,,Ongoing,,01-Sep-18,01-Mar-19
9830 Apr - 19 Apr 2019,RI,EAC,Education,OOSC SUPPORT,,Bari,Caluula,Dayaha,,Ongoing,,01-Sep-18,30/2/2019
9831 Apr - 19 Apr 2019,RI,EAC,Education,OOSC SUPPORT,,Bari,Caluula,Tohin,,Ongoing,,01-Sep-18,28-Feb-19
9832 Apr - 19 Apr 2019,RI,EAC,Education,OOSC SUPPORT,,Bari,Qandala,Hamure,,Ongoing,,01-Sep-18,macrh 2019
9833 Apr - 19 Apr 2019,RI,EAC,Education,OOSC SUPPORT,,Bari,Caluula,Ceel laas,,Ongoing,,01-Sep-18,30/2/2019
9834 Apr - 19 Apr 2019,RI,EAC,Education,OOSC SUPPORT,,Bari,Caluula,Tohin,,Ongoing,,01-Sep-18,30/2/2019
9835 Apr - 19 Apr 2019,RI,EAC,Education,OOSC SUPPORT,,Bari,Qandala,Hamure,,Ongoing,,01-Sep-18,28-Feb-19
9836 Apr - 19 Apr 2019,RI,EAC,Education,OOSC SUPPORT,,Bari,Qandala,Hamure,,Ongoing,,01-Sep-18,28-Feb-19
9837 Apr - 19 Apr 2019,RI,EAC,Education,OOSC SUPPORT,,Bari,Qandala,Turmasale,,Ongoing,,01-Sep-18,28-Feb-19
9838 Apr - 19 Apr 2019,RI,EAC,Education,OOSC SUPPORT,,Bari,Qandala,Hamure,,Ongoing,,01-Sep-18,30/2/2019
9839 Apr - 19 Apr 2019,RI,EAC,Education,OOSC SUPPORT,,Bari,Qandala,Turmasale,,Ongoing,,01-Sep-18,01-Mar-19
9840 Apr - 19 Apr 2019,RI,UNHCR,Education,Cash Grants,,Bari,Qandala,Turmasale,,Ongoing,,01-Sep-18,28-Feb-19
9841 Apr - 19 Apr 2019,RI,EAC,Education,OOSC SUPPORT,,Bari,Bossaso,Balidoog,,Ongoing,,01-Sep-18,28-Feb-19
9842 Apr - 19 Apr 2019,RI,EAC,Education,OOSC SUPPORT,,Bari,Qandala,Hamure,,Ongoing,,01-Sep-18,01-Feb-18
9843 Apr - 19 Apr 2019,RI,EAC,Education,OOSC SUPPORT,,Bari,Bossaso,Balidoog,,Ongoing,,01-Sep-18,01-Mar-19
9844 Apr - 19 Apr 2019,RI,UNHCR 2017/18,Education,Other- please specify,,Bari,Bossaso,Balidoog,,Ongoing,,01-Sep-18,28-Feb-19
9845 Apr - 19 Apr 2019,RI,UNHCR 2017/18,Education,Other- please specify,,Bari,Bossaso,Tasjiic,,Ongoing,,01-Sep-18,28-Feb-19
9846 Apr - 19 Apr 2019,RI,UNHCR 2017/18,Education,Other- please specify,,Bari,Qandala,Turmasale,,Ongoing,,01-Sep-18,30/2/2019
9847 Apr - 19 Apr 2019,RI,UNHCR 2017/18,Education,Other- please specify,,Bari,Bossaso,Tasjiic,,Ongoing,,01-Sep-18,01-Mar-19
9848 Apr - 19 Apr 2019,RI,UNHCR 2017/18,Education,Other- please specify,,Bari,Bossaso,Balidoog,,Ongoing,,01-Sep-18,01-Feb-19
9849 Apr - 19 Apr 2019,RI,UNHCR 2017/18,Education,Other- please specify,,Bari,Bossaso,Tasjiic,,Ongoing,,01-Sep-18,28-Feb-19
9850 Apr - 19 Apr 2019,RI,UNHCR 2017/18,Education,Other- please specify,,Bari,Qandala,Bel'atay,,Ongoing,,01-Sep-18,01-Mar-19
9851 Apr - 19 Apr 2019,RI,UNHCR 2017/18,Education,Other- please specify,,Bari,Bossaso,Tasjiic,,Ongoing,,01-Sep-18,30/2/2019
9852 Apr - 19 Apr 2019,RI,UNHCR 2017/18,Education,Other- please specify,,Bari,Qandala,Bel'atay,,Ongoing,,01-Sep-18,28/09/19
9853 Apr - 19 Apr 2019,RI,UNHCR 2017/18,Education,Other- please specify,,Bari,Qandala,Balidhidin,,Ongoing,,29-Sep-18,12-Oct-18
9854 Apr - 19 Apr 2019,RI,UNHCR 2017/18,Education,Other- please specify,,Bari,Caluula,Gunbah,,Ongoing,,29-Sep-18,12-Oct-18
9855 Apr - 19 Apr 2019,RI,UNHCR 2017/18,Education,Other- please specify,,Bari,Qandala,Balidhidin,,Ongoing,,01-Sep-18,01-Mar-19
9856 Apr - 19 Apr 2019,RI,SHF 2017,Education,Other- please specify,,Bari,Bossaso,kobdhaxad,,Ongoing,,29-Sep-18,12-Oct-18
9857 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Emergency Teacher Incentives,,Bari,Qandala,Balidhidin,,Ongoing,,01-Sep-18,28-Feb-19
9858 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Other- please specify,,Bari,Qandala,Balidhidin,,Ongoing,,01-Sep-18,28-Feb-19
9859 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Provision of Food/Food Grant,,Bari,Caluula,Gunbah,,Ongoing,,01-Sep-18,28-Feb-19
9860 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Provision of Safe Drinking Water,,Bari,Qandala,Canjeel,,Ongoing,,29-Sep-18,12-Oct-18
9861 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Distribution of individual learning kits,,Bari,Caluula,Gunbah,,Ongoing,,01-Sep-18,28-Feb-19
9862 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Distribution of hygiene materials,,Bari,Caluula,Gunbah,,Ongoing,,01-Sep-18,01-Mar-19
9863 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Emergency Teacher Incentives,,Bari,Bossaso,Geesoqabad,,Ongoing,,29-Sep-18,12-Oct-18
9864 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Other- please specify,,Bari,Iskushuban,Tageer,,Ongoing,,29-Sep-18,12-Oct-18
9865 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Provision of Food/Food Grant,,Bari,Bossaso,kobdhaxad,,Ongoing,,01-Sep-18,01-Mar-19
9866 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Provision of Safe Drinking Water,,Bari,Caluula,Dayaha,,Ongoing,,29-Sep-18,12-Oct-18
9867 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Distribution of individual learning kits,,Bari,Bossaso,kobdhaxad,,Ongoing,,01-Sep-18,28-Feb-19
9868 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Distribution of hygiene materials,,Bari,Bossaso,kobdhaxad,,Ongoing,,01-Sep-18,28-Feb-19
9869 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Emergency Teacher Incentives,,Bari,Qandala,Canjeel,,Ongoing,,01-Sep-18,28-Feb-19
9870 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Other- please specify,,Bari,Caluula,Ceel laas,,Ongoing,,29-Sep-18,12-Oct-18
9871 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Provision of Food/Food Grant,,Bari,Qandala,Canjeel,,Ongoing,,01-Sep-18,01-Mar-19
9872 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Provision of Safe Drinking Water,,Bari,Qandala,Canjeel,,Ongoing,,01-Sep-18,28-Feb-19
9873 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Distribution of individual learning kits,,Bari,Bossaso,Tasjiic,,Ongoing,,29-Sep-18,12-Oct-18
9874 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Distribution of hygiene materials,,Bari,Qandala,Bel'atay,,Ongoing,,29-Sep-18,12-Oct-18
9875 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Emergency Teacher Incentives,,Bari,Bossaso,Geesoqabad,,Ongoing,,01-Sep-18,28-Feb-19
9876 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Other- please specify,,Bari,Qandala,Balidhidin,,Ongoing,,29-Sep-18,12-Oct-18
9877 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Provision of Food/Food Grant,,Bari,Bossaso,Geesoqabad,,Ongoing,,01-Sep-18,01-Mar-19
9878 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Provision of Safe Drinking Water,,Bari,Bossaso,Geesoqabad,,Ongoing,,01-Sep-18,28-Feb-19
9879 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Distribution of individual learning kits,,Bari,Caluula,Gunbah,,Ongoing,,29-Sep-18,12-Oct-18
9880 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Distribution of hygiene materials,,Bari,Bossaso,kobdhaxad,,Ongoing,,29-Sep-18,12-Oct-18
9881 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Emergency Teacher Incentives,,Bari,Qandala,Xarago,,Ongoing,,01-Sep-18,01-Mar-19
9882 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Other- please specify,,Bari,Qandala,Xarago,,Ongoing,,01-Sep-18,28-Feb-19
9883 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Provision of Food/Food Grant,,Bari,Qandala,Xarago,,Ongoing,,01-Sep-18,28-Feb-19
9884 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Provision of Safe Drinking Water,,Bari,Qandala,Canjeel,,Ongoing,,29-Sep-18,12-Oct-18
9885 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Distribution of individual learning kits,,Bari,Iskushuban,Tageer,,Ongoing,,01-Sep-18,01-Mar-19
9886 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Distribution of hygiene materials,,Bari,Iskushuban,Tageer,,Ongoing,,01-Sep-18,28-Feb-19
9887 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Emergency Teacher Incentives,,Bari,Bossaso,Geesoqabad,,Ongoing,,29-Sep-18,12-Oct-18
9888 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Other- please specify,,Bari,Iskushuban,Tageer,,Ongoing,,29-Sep-18,12-Oct-18
9889 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Provision of Food/Food Grant,,Bari,Caluula,Dayaha,,Ongoing,,01-Sep-18,01-Mar-19
9890 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Provision of Safe Drinking Water,,Bari,Caluula,Dayaha,,Ongoing,,01-Sep-18,28-Feb-19
9891 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Distribution of individual learning kits,,Bari,Caluula,Dayaha,,Ongoing,,29-Sep-18,12-Oct-18
9892 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Distribution of hygiene materials,,Bari,Caluula,Dayaha,,Ongoing,,01-Sep-18,28-Feb-19
9893 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Emergency Teacher Incentives,,Bari,Caluula,Ceel laas,,Ongoing,,01-Sep-18,28-Feb-19
9894 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Other- please specify,,Bari,Caluula,Ceel laas,,Ongoing,,01-Sep-18,28-Feb-19
9895 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Provision of Food/Food Grant,,Bari,Caluula,Ceel laas,,Ongoing,,29-Sep-18,12-Oct-18
9896 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Provision of Safe Drinking Water,,Bari,Caluula,Ceel laas,,Ongoing,,01-Sep-18,01-Mar-19
9897 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Distribution of individual learning kits,,Bari,Bossaso,Tasjiic,,Ongoing,,29-Sep-18,12-Oct-18
9898 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Distribution of hygiene materials,,Bari,Caluula,Tohin,,Ongoing,,01-Sep-18,28-Feb-19
9899 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Emergency Teacher Incentives,,Bari,Caluula,Tohin,,Ongoing,,01-Sep-18,01-Mar-19
9900 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Other- please specify,,Bari,Caluula,Tohin,,Ongoing,,01-Sep-18,28-Feb-19
9901 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Provision of Food/Food Grant,,Bari,Qandala,Hamure,,Ongoing,,01-Sep-18,macrh 2019
9902 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Provision of Safe Drinking Water,,Bari,Qandala,Hamure,,Ongoing,,01-Sep-18,28-Feb-19
9903 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Distribution of individual learning kits,,Bari,Qandala,Hamure,,Ongoing,,01-Sep-18,28-Feb-19
9904 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Distribution of hygiene materials,,Bari,Qandala,Turmasale,,Ongoing,,01-Sep-18,28-Feb-19
9905 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Emergency Teacher Incentives,,Bari,Qandala,Turmasale,,Ongoing,,01-Sep-18,01-Mar-19
9906 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Other- please specify,,Bari,Qandala,Turmasale,,Ongoing,,01-Sep-18,28-Feb-19
9907 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Provision of Food/Food Grant,,Bari,Bossaso,Balidoog,,Ongoing,,01-Sep-18,28-Feb-19
9908 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Provision of Safe Drinking Water,,Bari,Bossaso,Balidoog,,Ongoing,,01-Sep-18,01-Mar-19
9909 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Distribution of individual learning kits,,Bari,Bossaso,Balidoog,,Ongoing,,01-Sep-18,28-Feb-19
9910 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Distribution of hygiene materials,,Bari,Bossaso,Tasjiic,,Ongoing,,01-Sep-18,28-Feb-19
9911 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Emergency Teacher Incentives,,Bari,Qandala,Canjeel,,Ongoing,,12-Aug-18,14-Aug-18
9912 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Other- please specify,,Bari,Bossaso,Tasjiic,,Ongoing,,01-Sep-18,01-Mar-19
9913 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Provision of Food/Food Grant,,Bari,Qandala,Canjeel,,Ongoing,,12-Aug-18,14-Aug-18
9914 Apr - 19 Apr 2019,RI,ECW2017/18,Education,Provision of Safe Drinking Water,,Bari,Bossaso,Tasjiic,,Ongoing,,01-Sep-18,28-Feb-19
9915 Apr - 19 Apr 2019,RI,ECW2017/19,Education,Distribution of individual learning kits,,Bari,Bossaso,Biyo Kulule IDP,,Ongoing,,01-Oct-17,01-Mar-20
9916 Apr - 19 Apr 2019,RI,ECW2017/20,Education,Distribution of hygiene materials,,Bari,Bossaso,Biyo Kulule IDP,,Ongoing,,01-Oct-17,01-Mar-20
